Marian obawia się, że migracje spowodowane zmianą klimatu przybiorą na sile. Raporty naukowe mówią, że nawet miliard osób może być zmuszonych do opuszczenia swojego dotychczasowego miejsca zamieszkania. Migracje na taką skalę mogą być źródłem cierpienia i konfliktów na niespotykaną dotąd skalę.	Dave fears that migrations induced by climate change will only intensify. According to scientific reports, up to a billion people may be forced to abandon their current place of residence. Migration on this scale may bring suffering and conflict on an unprecedented scale.	Ørjan er redd for at migrasjonen, forårsaket av endrende klima, vil tilta i styrke. Ifølge vitenskapelige rapporter er det mulig at opptil én milliard mennesker blir nødt til å forlate sine opprinnelige bosteder. En så massiv migrasjon kan medføre lidelse og konflikter i en skala som man aldri har sett før.	ANX16
Kiedy Jadwiga dowiedziała się, że przez zmianę klimatu jej rodzinna miejscowość zostanie zalana przez morze, zaczęła usilnie namawiać rodziców na przeprowadzkę. Nikt jednak nie chce kupić domu jej rodziców, ponieważ działka za kilkanaście lat znajdzie się pod wodą.	When Jessica found out that her hometown would be flooded by the sea due to climate change, she began to urge her parents to move. However, it is difficult to find a buyer for her parents' house, since the plot will be under water in a dozen years or so.	Da Gry fikk vite at hjembyen hennes kan bli oversvømt på grunn av klimaendringene, begynte hun å be foreldrene sine flytte. Men det er ingen som vil kjøpe huset deres, for om ti–tjue år vil tomten stå under vann.	ANX17
Janek potrzebuje ubezpieczyć swój dom. Właśnie dowiedział się, ile będzie go kosztować ubezpieczenie domu od skutków katastrof naturalnych i wciąż nie może w to uwierzyć. Ubezpieczyciel poinformował go, że koszty wzrosły, ponieważ przez zmianę klimatu gwałtowne zjawiska pogodowe są bardziej prawdopodobne. To dało Jankowi dużo do myślenia.	James needs to insure his house. He has just learned how much disaster insurance will cost him, and he is still shocked. The insurer informed him that premiums had been raised, because violent weather events are now more likely due to climate change. This gave James much food for thought.	Johan trenger en forsikring til huset sitt. Han har nettopp fått vite hvor mye det koster å forsikre eiendommen mot følger av naturkatastrofer, og han kan fortsatt ikke tro det. Forsikringsselskapet forklarte at prisen måtte økes, fordi sannsynligheten for ekstremvær har blitt større på grunn av klimaendringene. For Johan var dette virkelig en tankevekker.	ANX18
Julia dowiaduje się, że pomimo kolejnych międzynarodowych konferencji klimatycznych i ciągłego nagłaśniania kwestii zmiany klimatu w mediach, światowe emisje gazów cieplarnianych nadal rosną. Dochodzi do wniosku, że osiągnięcie niektórych spośród celów klimatycznych wydaje się właściwie niemożliwe.	Julia has learned that, despite repeated international climate conferences and relentless climate change media coverage, global greenhouse gas emissions continue to rise. She has concluded that some of the climate goals appear to be quite out of reach.	Marit hører at verdens utslipp av klimagasser fortsetter å øke – til tross for internasjonale klimakonferanser og stadig omtale i medier. Hun kommer til den konklusjonen at noen av klimamålene praktisk talt ikke er realiserbare.	ANX19
Bartek dowiedział się, że do tej pory zmiana klimatu postępowała dość łagodnie, bo większość nadmiarowego ciepła była pochłaniania przez oceany. Obecnie jednak woda oceaniczna nie jest w stanie wchłonąć więcej ciepła, więc zmiany w środowisku naturalnym staną się coraz bardziej dotkliwe i zauważalne.	George has learned that, so far, climate change has been relatively mild, since most of the excess heat has been absorbed by the oceans. The oceans, however, can no longer absorb heat, so the changes in the natural environment are bound to get increasingly severe and noticeable.	Audun har fått vite at klimaendringene til nå har vært ganske milde, fordi mesteparten av den ekstra varmen har blitt absorbert av havet. Men nå er havvannet ikke i stand til å absorbere mer varme, derfor vil endringer i naturmiljøet bli stadig mer merkbare og plagsomme.	ANX20
Darek rozmyśla o swoim ostatnim śnie i na samą myśl przechodzi go dreszcz. Przypomina sobie tłumy uchodźców idących zakurzoną drogą pośród wyschniętych pól. Ostatnio co jakiś czas nachodzą go ponure myśli, że przez zmianę klimatu on także będzie musiał opuścić dom rodzinny, w którym spędził całe swoje życie.	Charles reflects on his last dream and shudders at the mere thought. In his dream he saw crowds of refugees trudging along a dusty road across dry fields. Recently, he has been afflicted by gloomy thoughts that, due to climate change, he too may be forced to leave his family home, where he spent his entire life.	Torgeir tenker på sitt siste mareritt. Bare tanken får ham til å grøsse. Han husker store mengder flyktninger som marsjerte på en støvete vei gjennom uttørkede åkrer. I det siste har han av og til hatt dystre tanker om at også han blir nødt til å flytte fra familiehuset, hvor han har tilbrakt hele livet.	ANX21
Elwira po cichu zagląda do pokoju swojego męża, Janusza. Janusz ma chore serce i bardzo źle znosi fale upałów. Elwira często przerywa swoje obowiązki, żeby sprawdzić, czy jej mąż nie zasłabł. Za każdym razem, gdy wychodzi na zakupy, wyobraża sobie, co może stać się jej mężowi pod jej nieobecność.	Sandra silently peeks into her husband's room. Joseph suffers from heart disease and heatwaves are very bad for his health. Sandra often interrupts whatever she is doing, just to check whether her husband is all right. Every time she goes shopping, she imagines what could happen to him while she’s away.	Ellen kikker stille inn i rommet til mannen sin, Bernt. Bernt lider av en hjertesykdom og tåler ikke hetebølgene. Ellen avbryter ofte gjøremålet sitt for å se om han ikke mistet bevisstheten. Hver gang hun går ut for å handle, forestiller hun seg hva som kan skje med mannen hennes når hun ikke er hjemme.	ANX22
Agnieszka i Ania spacerują nad brzegiem rzeki w upalny dzień. Choć to najchłodniejsze miejsce w okolicy, poziom wody jest wyraźnie niższy niż jeszcze kilka tygodni temu. W pewnym momencie Ania szeroko otwiera oczy i łapie Agnieszkę za rękę. Agnieszka zauważa, że przy brzegu unoszą się ciała martwych ryb.	Stephanie and Anne are taking a walk by the river on a hot day. It is still the coolest place in the area, but the water level is clearly lower than it was a few weeks ago. At one point, Anne opens her eyes wide and takes Stephanie by the hand. Stephanie notices dead fish floating by the bank.	Alexandra og Agnes er på tur langs elva en het dag. Selv om de er på det kjøligste stedet i området, er vannivået betydelig lavere enn for noen uker siden. Plutselig sperrer Agnes opp øynene og griper Alexandras hånd. Hun legger merke til døde fisk som flyter i vannkanten.	ANX23
Oliwia odpoczywa na kanapie, przeglądając internet w telefonie. Wyświetla się jej reklama, która przypomina jej o zmianie klimatu. Zazwyczaj Oliwia przewija takie reklamy, bo myśli, że zmiana klimatu jest odległa i nierealna. “Globalna pandemia też wydawała się na początku nierealna”, pomyślała tym razem.	Olivia is resting on the couch, browsing the Internet on her phone. She sees an ad that reminds her of climate change. Usually, Olivia scrolls through such ads, because she thinks that climate change is something distant and unreal. This time, it occurred to her that the global pandemic also seemed unreal at the beginning.	Olivia slapper av på sofaen og surfer på nettet på mobilen. Hun ser en annonse som minner henne om klimaendringene. Vanligvis hopper Olivia over slike annonser, fordi hun ser på klimaendringene som noe fjernt og uvirkelig. «Den globale pandemien så også uvirkelig ut i begynnelsen», tenker hun denne gangen.	ANX24
Tomek słucha podcastu, relaksując się w kąpieli. Mimo ciepła wody, przechodzi go dreszcz, kiedy słyszy wiadomość, że jego kraj jest jednym z najgorzej przygotowanych na konsekwencje zmiany klimatu krajów w regionie. Zmiany w infrastrukturze, które miałyby zostać wprowadzone w najbliższych latach, wydają mu się niemożliwe do osiągnięcia w tak krótkim czasie.	Tom is listening to a podcast while relaxing in the bath. Though the water is warm, he shudders when he hears that his country is one of the least prepared for the consequences of climate change in the region. Changes to the infrastructure that would have to take place in the coming years seem impossible within such a short space of time.	Halvdan lytter på en podkast og slapper av på badet. Selv om vannet er varmt, grøsser han når han hører at landet hans er ett av de som er dårligst forberedt på følgene av klimaendringene. Han tror ikke det blir mulig å gjennomføre nødvendig tilpasning av infrastruktur de nærmeste årene.	ANX25
Renata i Karol w tym roku kolejny raz muszą pozyskiwać wodę pitną z beczkowozów w trakcie letnich upałów. Coraz poważniej myślą o tym, by sprzedać dom i przeprowadzić się w miejsce, gdzie wody nie trzeba będzie tak bardzo oszczędzać. Przecież woda do picia to podstawa.	Once again, this year Amelia and Jason are forced to get drinking water from a barrel wagon during the summer heat. They are seriously thinking of selling their house and moving to a place where they wouldn't have to conserve water so much. After all, drinking water is essential.	Dette året må Ingrid og Vetle igjen hente drikkevann fra vannvogner i sommerens hete. De vurderer stadig oftere å selge huset og flytte til et sted der man ikke er nødt til å spare så mye på vannet. Det er jo umulig å leve uten drikkevann.	ANX26
Ula i Iwona rozmawiają szczerze o swoich wątpliwościach dotyczących posiadania dzieci. Ula mówi, że poważnie zastanawia się, czy to rozsądny pomysł. Iwona przyznaje, że zastanawia się, czy ich dzieciom dane będzie dożyć szczęśliwej i spokojnej starości ze względu na zmieniający się klimat.	Mia and Grace are having an honest conversation about raising children. Mia says she's seriously in doubt whether it would be a good idea to have children. Grace admits that she worries whether, given climate change, their children will be able to live to a happy and peaceful old age.	Vigdis og Iselin har en ærlig samtale om sin tvil når det gjelder å ha barn. Vigdis innrømmer at hun ikke er sikker på at er en god idé. Iselin svarer at klimaendringene får henne til å lure på om barna kommer til å få oppleve en lykkelig og fredelig alderdom.	ANX27
Igor i Maciek oglądają program przyrodniczy o zmianie klimatu. Igor czuje rosnącą gulę w gardle, kiedy na ekranie pokazuje się wizualizacja poziomu mórz i oceanów za kilkadziesiąt lat. Zerka na Maćka i widzi jego stężałą twarz. Igor rozumie jego reakcję. Według prognoz naukowców rodzinna miejscowość Maćka zniknie pod powierzchnią wody.	Noah and Justin watch a nature documentary about climate change. Noah feels a lump in his throat when he sees a simulation of the change in the level of the seas and oceans over the coming decades. He glances at Justin and notices his stiffened face. Noah understands his reaction. According to scientists' forecasts, Justin's home town will disappear under the sea.	Finn og Bjarne ser på et naturprogram på tv. Det handler om endringer i klimaet. Finn kjenner en klump i halsen når han ser en visualisering av sjø- og havnivåene om noen tiår. Han titter bort på Bjarne og at han er alvorlig i ansiktet. Finn forstår reaksjonen. Ifølge forskernes vurdering vil Bjarnes hjemby forsvinne under vannet.	ANX28
Marcie zależy na tym, żeby przygotowywać zdrowe posiłki dla siebie i swojej rodziny. Jednak przez suszę ceny owoców i warzyw w jej kraju rosną jak szalone, więc Marta zmuszona jest wybierać tańsze produkty. Marta myśli o tym, co zrobić, jeżeli w przyszłości zdrowa żywność będzie jeszcze mniej dostępna.	Martha wants to make sure that the meals she cooks for herself and her family are wholesome. However, due to the drought, the prices of fruit and vegetables in her country are soaring, and she is forced to buy cheaper products. Martha wonders what to do when healthy food gets even less affordable in the future.	Oline legger stor vekt på å tilberede sunne måltider for seg selv og familien. Men prisene på frukt og grønnsaker har økt vanvittig på grunn av tørken, og Oline er nå nødt til å velge billigere produkter. Hun lurer på hva hun skal gjøre hvis sunn mat blir enda mindre tilgjengelig i framtiden.	ANX29
Tomek i Bartek są zapalonymi narciarzami. Ostatniej zimy wrócili wcześniej z wyjazdu na narty, ponieważ władze ostrzegały przed niebezpieczeństwem osunięcia się topniejącego lodowca. Zaledwie kilka dni później usłyszeli w telewizji, że fragment lodowca rzeczywiście się odczepił, wiele osób zginęło pod pokrywą śnieżną. “Mało brakowało, a mogło spotkać to nas.”, pomyślał Tomek.	Lucas and Harry are keen skiers. Last winter, they returned early from a skiing trip, as authorities had warned of the possible collapse of a melting glacier. Only a few days later, they saw on TV that a fragment of the glacier had actually collapsed and many people died under the snow. “It was close, we could have been there,” thinks Lucas.	Rolf og Jan elsker å gå på ski. I fjor måtte de komme tilbake fra skiferien tidligere enn planlagt fordi myndighetene varslet om skredfare grunnet bresmelting. Et par dager senere hørte de at en del av isbreen faktisk har løsnet og at mange døde under snødekket. «Dette kunne ha rammet oss. Det var nære på», tenkte Rolf.	ANX30
Agata ogląda program telewizyjny o zmianie klimatu. Agacie nie podoba się to co widzi i uważa, że program przedstawia nieprawdziwe informacje. “W Polsce się paliło węglem i nigdy nie było smogu, dopiero teraz wymyślili sobie ten smog”, myśli Agata.	Agatha is watching a TV documentary about climate change. She does not like what she sees and believes that the film spreads disinformation. “People in our region used to burn coal and there was never any smog. It is only now that they've invented this smog.“, thinks Agatha.	Nora ser på et tv-program om klimaendringer. Hun liker ikke det hun ser, og føler at programmet kommer med falske opplysninger. «I Norge har man alltid fyrt med kull, og det fantes aldri noen smog. Dette er noe de har funnet på nylig», tenker Nora.	ANG1
Rodzice Diany latają samolotem na krótkie wypady do europejskich stolic kilkanaście razy w roku. Ostatnio Diana zwróciła im uwagę, że ich styl podróżowania przyczynia się do emisji ogromnej ilości gazów cieplarnianych, ale oni nie potraktowali tej uwagi poważnie. Zirytowana Diana oznajmiła, że nie zamierza utrzymywać kontaktu z osobami, które nie biorą pod uwagę swojego wpływu na klimat.	Diana's parents fly for short visits to European cities several times a year. Recently, Diana told them that their mode of travel contributed to huge emissions of greenhouse gases, but they did not take her point seriously. Annoyed, Diana said that she would not maintain relationships with people who do not care about their impact on the climate.	Foreldrene til Hjørdis pleier å ta korte flyturer til europeiske hovedsteder. De tar fly mer enn ti ganger i året. Sist påpekte Hjørdis at reisestilen deres bidrar til enorme utslipp av klimagasser. Men foreldrene har ikke tatt ordene hennes seriøst. Irritert sa Hjørdis at hun ikke ville holde kontakten med personer som ikke bryr seg om sin påvirkning på miljøet.	ANG2
Pewien polityk bagatelizował informację o zagrożeniu suszą, spowodowaną zmianą klimatu. Kiedy mieszkańcom miasta nagle zabrakło wody, wyjechał z miasta do swojej letniej rezydencji nad jeziorem, żeby uniknąć spotkania z dziennikarzami.	A certain politician downplayed reports about the threat of drought caused by climate change. When the town suddenly ran out of water, he sneaked off to his lakeside summer residence to avoid journalists.	En politiker bagatelliserte tørkefaren, forårsaket av klimaendringer. Da byen plutselig gikk tom for vann, flyktet han til sin hytte ved innsjøen for å unngå journalister.	ANG3
Rząd Twojego państwa nie zamierza zrezygnować z importu paliw kopalnych z kraju, który zaatakował właśnie sąsiednie państwo. Mimo sprzeciwu obywateli, Twoje państwo corocznie płaci ogromne pieniądze, które następnie przeznaczane są na prowadzenie wojny.	The government of your country has no intention of stopping the imports of fossil fuels from a country that has just invaded its neighbour. Despite public opinion, your country pays the aggressor huge amounts of money each year, and this money is then spent on warfare.	Regjeringen i landet ditt har ikke tenkt å stanse importen av fossilt brensel fra et land som nettopp har angrepet nabolandet. Til tross for innbyggernes innvendinger betaler landet ditt hvert år enorme pengesummer som senere blir brukt på krigføring.	ANG4
Po wielu miesiącach starań w urzędzie gminy, grupie studentów udało się doprowadzić do likwidacji nielegalnego wysypiska śmieci, które było źródłem metanu, groźnego gazu przyczyniającego się do zmiany klimatu. Wczoraj w tym samym miejscu znowu zaobserwowano nową hałdę odpadów komunalnych i budowlanych. Rozczarowani studenci walczą o zainstalowanie w miejscu wysypiska kamery, która pomogłaby ująć sprawcę.	After many months of putting pressure on local authorities, a group of students managed to shut down an illegal landfill, which was a source of methane, a dangerous gas contributing to climate change. Yesterday, a load of municipal and construction waste was dumped on the site again. The disappointed students want a camera to be installed at this place to help catch the perpetrator.	Etter mange måneders forhandlinger med kommunestyret klarte en gruppe studenter å få fjernet et ulovlig avfallsdeponi. Deponiet var en kilde til metan, en farlig gass som bidrar til klimaendringene. I går så de en ny haug med kommunalt avfall og byggavfall på samme sted. De skuffede studentene krever å få installert et videokamera som kan bidra til å pågripe gjerningsmannen.	ANG5
Pewna korporacja zamówiła opracowanie raportu na temat swojego wpływu na środowisko. Ponieważ wyniki raportu okazały się dla korporacji niekorzystne, zarząd postanowił je ukryć. Pracownikom zabroniono ujawniania informacji na ten temat.	A corporation commissioned a report on its environmental impact. As the report turned out to embarrass the corporation, the management decided to conceal it. Employees were forbidden to disclose any information on this subject.	Et stort selskap har bestilt en rapport om sin påvirkning på miljøet. Fordi rapporten viste seg å være ugunstig for selskapet, bestemte styret seg for å skjule den. Det ble forbudt for ansatte å uttale seg om saken.	ANG6
Redakcja tygodnika dowiedziała się o nowym, głośnym badaniu, dowodzącym tego, że spalanie węgla ma znacznie bardziej niekorzystny wpływ na środowisko niż do tej pory sądzono. Ponieważ jednak sponsorem tygodnika jest jeden z głównych koncernów energetycznych w kraju, dziennikarze pracujący dla tygodnika otrzymali zakaz publikowania doniesień na ten temat.	The editors of a weekly magazine found out about a new, high-profile study proving that burning coal has a much greater negative impact on the environment than previously thought. However, since the magazine is sponsored by a major energy producer, journalists working there were forbidden to publish any stories about this topic.	Journalistteamet i et tidsskrift hørte at det hadde kommet ny og viktig forskning som påviste at kullforbrenning skadet miljøet mye mer enn man hadde trodd opp til nå. Men tidsskriftet er sponset av et av landets største energikonsern. Derfor har journalistene som arbeider for tidsskriftet, fått forbud mot å publisere nyheter om denne saken.	ANG7
Pewien znany celebryta w swoim ostatnim wywiadzie dla mediów skrytykował ludzi korzystających z foliowych toreb na zakupy. Ten sam celebryta podróżuje prywatnym samolotem kilka razy w tygodniu i inwestuje w wydobycie ropy naftowej.	In a recent media interview, a celebrity criticized people who use plastic shopping bags. The same person travels by private jet several times a week and invests in crude oil extraction.	I sitt siste intervju uttalte en kjendis seg kritisk om folk som bruker plastposer på butikken. Den samme kjendisen reiser med privatfly et par ganger i uken og investerer i petroleumsutvinning.	ANG8
Franek raz w tygodniu chodzi do dużego supermarketu sieciowego, w którym kupuje artykuły spożywcze. Za każdym razem prosi kasjera o nowe plastikowe torby na zakupy. Po powrocie do domu od razu, odruchowo wyrzuca je do śmieci.	Once a week Frank buys groceries at a large supermarket. Each time he asks the cashier for new plastic shopping bags. When he brings his shopping home, he throws the bags away without a second thought.	En gang i uken går Ivar på et stort supermarked for å handle matvarer. Hver gang ber han butikkmedarbeideren om en ny plastpose til varene. Når han kommer hjem, kaster han posen instinktivt i søpla.	ANG9
