  sid  | stid |  name   | ord | val 
  7026 |   23 | wept-pl |   0 | 0
  7027 |   23 | wept-pl |   0 | 0
  7028 |   23 | wept-pl |   0 | 0
  7029 |   23 | wept-pl |   0 | 0
  7030 |   23 | wept-pl |   0 | 0
  7031 |   23 | wept-pl |   0 | 0
  7034 |   23 | wept-pl |   0 | 1
  7035 |   23 | wept-pl |   0 | 10
  7036 |   23 | wept-pl |   0 | 5
  7039 |   23 | wept-pl |   0 | 1
  7040 |   23 | wept-pl |   0 | 3
  7041 |   23 | wept-pl |   0 | 0
  7042 |   23 | wept-pl |   0 | 2
  7043 |   23 | wept-pl |   0 | 1
  7044 |   23 | wept-pl |   0 | 2
  7045 |   23 | wept-pl |   0 | 0
  7046 |   23 | wept-pl |   0 | 0
  7047 |   23 | wept-pl |   0 | 0
  7048 |   23 | wept-pl |   0 | 0
  7050 |   23 | wept-pl |   0 | 10
  7051 |   23 | wept-pl |   0 | 0
  7052 |   23 | wept-pl |   0 | 2
  7053 |   23 | wept-pl |   0 | 5
  7054 |   23 | wept-pl |   0 | 1
  7055 |   23 | wept-pl |   0 | 10
  7056 |   23 | wept-pl |   0 | 0
  7057 |   23 | wept-pl |   0 | 3
  7058 |   23 | wept-pl |   0 | 1
  7059 |   23 | wept-pl |   0 | 2
  7060 |   23 | wept-pl |   0 | 5
  7061 |   23 | wept-pl |   0 | 0
  7062 |   23 | wept-pl |   0 | 20
  7063 |   23 | wept-pl |   0 | 2
  7064 |   23 | wept-pl |   0 | 0
  7065 |   23 | wept-pl |   0 | 5
  7066 |   23 | wept-pl |   0 | 10
  7067 |   23 | wept-pl |   0 | 5
  7068 |   23 | wept-pl |   0 | 1
  7069 |   23 | wept-pl |   0 | 1
  7070 |   23 | wept-pl |   0 | 5
  7072 |   23 | wept-pl |   0 | 0
  7073 |   23 | wept-pl |   0 | 0
  7074 |   23 | wept-pl |   0 | 5
  7075 |   23 | wept-pl |   0 | 0
  7076 |   23 | wept-pl |   0 | 6
  7077 |   23 | wept-pl |   0 | 20
  7078 |   23 | wept-pl |   0 | 10
  7079 |   23 | wept-pl |   0 | 0
  7081 |   23 | wept-pl |   0 | 5
  7082 |   23 | wept-pl |   0 | 2
  7083 |   23 | wept-pl |   0 | 0
  7084 |   23 | wept-pl |   0 | 6
  7085 |   23 | wept-pl |   0 | 1
  7087 |   23 | wept-pl |   0 | 0
  7088 |   23 | wept-pl |   0 | 0
  7089 |   23 | wept-pl |   0 | 10
  7090 |   23 | wept-pl |   0 | 5
  7091 |   23 | wept-pl |   0 | 1
  7093 |   23 | wept-pl |   0 | 1
  7094 |   23 | wept-pl |   0 | 3
  7095 |   23 | wept-pl |   0 | 10
  7096 |   23 | wept-pl |   0 | 1
  7097 |   23 | wept-pl |   0 | 10
  7098 |   23 | wept-pl |   0 | 1
  7100 |   23 | wept-pl |   0 | 10
  7101 |   23 | wept-pl |   0 | 0
  7102 |   23 | wept-pl |   0 | 10
  7103 |   23 | wept-pl |   0 | 0
  7105 |   23 | wept-pl |   0 | 0
  7106 |   23 | wept-pl |   0 | 0
  7107 |   23 | wept-pl |   0 | 5
  7108 |   23 | wept-pl |   0 | 1
  7109 |   23 | wept-pl |   0 | 15
  7110 |   23 | wept-pl |   0 | 0
  7111 |   23 | wept-pl |   0 | 3
  7112 |   23 | wept-pl |   0 | 0
  7113 |   23 | wept-pl |   0 | 0
  7115 |   23 | wept-pl |   0 | 5
  7116 |   23 | wept-pl |   0 | 0
  7117 |   23 | wept-pl |   0 | 0
  7118 |   23 | wept-pl |   0 | 0
  7119 |   23 | wept-pl |   0 | 1
  7120 |   23 | wept-pl |   0 | 0
  7121 |   23 | wept-pl |   0 | 0
  7122 |   23 | wept-pl |   0 | 5
  7123 |   23 | wept-pl |   0 | 20
  7124 |   23 | wept-pl |   0 | 2
  7125 |   23 | wept-pl |   0 | 8
  7126 |   23 | wept-pl |   0 | 0
  7128 |   23 | wept-pl |   0 | 0
  7129 |   23 | wept-pl |   0 | 1
  7130 |   23 | wept-pl |   0 | 0
  7131 |   23 | wept-pl |   0 | 0
  7132 |   23 | wept-pl |   0 | 1
  7133 |   23 | wept-pl |   0 | 5
  7134 |   23 | wept-pl |   0 | 1
  7135 |   23 | wept-pl |   0 | 0
  7136 |   23 | wept-pl |   0 | 5
  7138 |   23 | wept-pl |   0 | 5
  7139 |   23 | wept-pl |   0 | 0
  7140 |   23 | wept-pl |   0 | 5
  7141 |   23 | wept-pl |   0 | 0
  7142 |   23 | wept-pl |   0 | 1
  7143 |   23 | wept-pl |   0 | 0
  7144 |   23 | wept-pl |   0 | 1
  7145 |   23 | wept-pl |   0 | 5
  7146 |   23 | wept-pl |   0 | 10
  7147 |   23 | wept-pl |   0 | 3
  7148 |   23 | wept-pl |   0 | 0
  7149 |   23 | wept-pl |   0 | 10
  7151 |   23 | wept-pl |   0 | 10
  7152 |   23 | wept-pl |   0 | 5
  7153 |   23 | wept-pl |   0 | 2
  7154 |   23 | wept-pl |   0 | 10
  7155 |   23 | wept-pl |   0 | 5
  7156 |   23 | wept-pl |   0 | 0
  7158 |   23 | wept-pl |   0 | 0
  7159 |   23 | wept-pl |   0 | 0
  7165 |   23 | wept-pl |   0 | 0
  7166 |   23 | wept-pl |   0 | 1
  7168 |   23 | wept-pl |   0 | 5
  7169 |   23 | wept-pl |   0 | 0
  7170 |   23 | wept-pl |   0 | 10
  7172 |   23 | wept-pl |   0 | 5
  7173 |   23 | wept-pl |   0 | 0
  7174 |   23 | wept-pl |   0 | 5
  7176 |   23 | wept-pl |   0 | 0
  7177 |   23 | wept-pl |   0 | 0
  7178 |   23 | wept-pl |   0 | 1
  7179 |   23 | wept-pl |   0 | 1
  7181 |   23 | wept-pl |   0 | 0
  7183 |   23 | wept-pl |   0 | 5
  7185 |   23 | wept-pl |   0 | 1
  7186 |   23 | wept-pl |   0 | 1
  7187 |   23 | wept-pl |   0 | 0
  7189 |   23 | wept-pl |   0 | 0
  7190 |   23 | wept-pl |   0 | 0
  7192 |   23 | wept-pl |   0 | 1
  7195 |   23 | wept-pl |   0 | 10
  7197 |   23 | wept-pl |   0 | 0
  7198 |   23 | wept-pl |   0 | 5
  7200 |   23 | wept-pl |   0 | 1
  7201 |   23 | wept-pl |   0 | 5
  7203 |   23 | wept-pl |   0 | 10
  7204 |   23 | wept-pl |   0 | 10
  7205 |   23 | wept-pl |   0 | 0
  7206 |   23 | wept-pl |   0 | 6
  7207 |   23 | wept-pl |   0 | 0
  7209 |   23 | wept-pl |   0 | 0
  7212 |   23 | wept-pl |   0 | 10
  7213 |   23 | wept-pl |   0 | 2
  7214 |   23 | wept-pl |   0 | 1
  7217 |   23 | wept-pl |   0 | 0
  7218 |   23 | wept-pl |   0 | 5
  7219 |   23 | wept-pl |   0 | 0
  7220 |   23 | wept-pl |   0 | 5
  7221 |   23 | wept-pl |   0 | 0
  7224 |   23 | wept-pl |   0 | 0
  7225 |   23 | wept-pl |   0 | 1
  7228 |   23 | wept-pl |   0 | 10
  7229 |   23 | wept-pl |   0 | 2
  7231 |   23 | wept-pl |   0 | 0
  7233 |   23 | wept-pl |   0 | 5
  7234 |   23 | wept-pl |   0 | 1
  7236 |   23 | wept-pl |   0 | 0
  7238 |   23 | wept-pl |   0 | 1
  7239 |   23 | wept-pl |   0 | 0
  7240 |   23 | wept-pl |   0 | 7
  7244 |   23 | wept-pl |   0 | 0
  7245 |   23 | wept-pl |   0 | 2
  7247 |   23 | wept-pl |   0 | 0
  7248 |   23 | wept-pl |   0 | 1
  7250 |   23 | wept-pl |   0 | 5
  7251 |   23 | wept-pl |   0 | 20
  7253 |   23 | wept-pl |   0 | 0
  7254 |   23 | wept-pl |   0 | 0
  7255 |   23 | wept-pl |   0 | 10
  7259 |   23 | wept-pl |   0 | 0
  7260 |   23 | wept-pl |   0 | 1
  7261 |   23 | wept-pl |   0 | 1
  7264 |   23 | wept-pl |   0 | 2
  7265 |   23 | wept-pl |   0 | 1
  7266 |   23 | wept-pl |   0 | 20
  7269 |   23 | wept-pl |   0 | 0
  7271 |   23 | wept-pl |   0 | 0
  7272 |   23 | wept-pl |   0 | 0
  7274 |   23 | wept-pl |   0 | 20
  7275 |   23 | wept-pl |   0 | 10
  7278 |   23 | wept-pl |   0 | 0
  7279 |   23 | wept-pl |   0 | 0
  7280 |   23 | wept-pl |   0 | 5
  7281 |   23 | wept-pl |   0 | 1
  7282 |   23 | wept-pl |   0 | 1
  7283 |   23 | wept-pl |   0 | 1
  7285 |   23 | wept-pl |   0 | 5
  7286 |   23 | wept-pl |   0 | 5
  7287 |   23 | wept-pl |   0 | 0
  7288 |   23 | wept-pl |   0 | 0
  7289 |   23 | wept-pl |   0 | 0
  7290 |   23 | wept-pl |   0 | 10
  7291 |   23 | wept-pl |   0 | 5
  7292 |   23 | wept-pl |   0 | 0
  7293 |   23 | wept-pl |   0 | 2
  7295 |   23 | wept-pl |   0 | 10
  7296 |   23 | wept-pl |   0 | 0
  7298 |   23 | wept-pl |   0 | 1
  7299 |   23 | wept-pl |   0 | 2
  7300 |   23 | wept-pl |   0 | 10
  7302 |   23 | wept-pl |   0 | 5
  7303 |   23 | wept-pl |   0 | 10
  7304 |   23 | wept-pl |   0 | 0
  7305 |   23 | wept-pl |   0 | 10
  7306 |   23 | wept-pl |   0 | 0
  7308 |   23 | wept-pl |   0 | 1
  7310 |   23 | wept-pl |   0 | 0
  7311 |   23 | wept-pl |   0 | 10
  7312 |   23 | wept-pl |   0 | 0
  7314 |   23 | wept-pl |   0 | 0
  7315 |   23 | wept-pl |   0 | 10
  7316 |   23 | wept-pl |   0 | 0
  7317 |   23 | wept-pl |   0 | 0
  7319 |   23 | wept-pl |   0 | 1
  7320 |   23 | wept-pl |   0 | 10
  7321 |   23 | wept-pl |   0 | 5
  7322 |   23 | wept-pl |   0 | 0
  7323 |   23 | wept-pl |   0 | 3
  7324 |   23 | wept-pl |   0 | 8
  7326 |   23 | wept-pl |   0 | 1
  7327 |   23 | wept-pl |   0 | 0
  7328 |   23 | wept-pl |   0 | 0
  7331 |   23 | wept-pl |   0 | 1
  7332 |   23 | wept-pl |   0 | 1
  7333 |   23 | wept-pl |   0 | 10
  7334 |   23 | wept-pl |   0 | 5
  7336 |   23 | wept-pl |   0 | 10
  7337 |   23 | wept-pl |   0 | 1
  7339 |   23 | wept-pl |   0 | 1
  7341 |   23 | wept-pl |   0 | 5
  7342 |   23 | wept-pl |   0 | 0
  7344 |   23 | wept-pl |   0 | 0
  7345 |   23 | wept-pl |   0 | 0
  7346 |   23 | wept-pl |   0 | 5
  7347 |   23 | wept-pl |   0 | 15
  7348 |   23 | wept-pl |   0 | 1
  7349 |   23 | wept-pl |   0 | 10
  7350 |   23 | wept-pl |   0 | 0
  7351 |   23 | wept-pl |   0 | 10
  7352 |   23 | wept-pl |   0 | 5
  7354 |   23 | wept-pl |   0 | 10
  7355 |   23 | wept-pl |   0 | 4
  7357 |   23 | wept-pl |   0 | 1
  7361 |   23 | wept-pl |   0 | 10
  7362 |   23 | wept-pl |   0 | 5
  7363 |   23 | wept-pl |   0 | 5
  7365 |   23 | wept-pl |   0 | 0
  7366 |   23 | wept-pl |   0 | 2
  7367 |   23 | wept-pl |   0 | 10
  7368 |   23 | wept-pl |   0 | 0
  7370 |   23 | wept-pl |   0 | 4
  7371 |   23 | wept-pl |   0 | 0
  7372 |   23 | wept-pl |   0 | 0
  7373 |   23 | wept-pl |   0 | 1
  7374 |   23 | wept-pl |   0 | 0
  7375 |   23 | wept-pl |   0 | 1
  7376 |   23 | wept-pl |   0 | 0
  7378 |   23 | wept-pl |   0 | 2
  7379 |   23 | wept-pl |   0 | 10
  7380 |   23 | wept-pl |   0 | 15
  7381 |   23 | wept-pl |   0 | 0
  7382 |   23 | wept-pl |   0 | 5
  7383 |   23 | wept-pl |   0 | 0
  7384 |   23 | wept-pl |   0 | 0
  7385 |   23 | wept-pl |   0 | 1
  7386 |   23 | wept-pl |   0 | 10
  7387 |   23 | wept-pl |   0 | 0
  7388 |   23 | wept-pl |   0 | 5
  7390 |   23 | wept-pl |   0 | 5
  7391 |   23 | wept-pl |   0 | 0
  7392 |   23 | wept-pl |   0 | 0
  7393 |   23 | wept-pl |   0 | 0
  7394 |   23 | wept-pl |   0 | 1
  7395 |   23 | wept-pl |   0 | 1
  7396 |   23 | wept-pl |   0 | 0
  7397 |   23 | wept-pl |   0 | 1
  7398 |   23 | wept-pl |   0 | 5
  7399 |   23 | wept-pl |   0 | 10
  7400 |   23 | wept-pl |   0 | 0
  7401 |   23 | wept-pl |   0 | 0
  7402 |   23 | wept-pl |   0 | 0
  7403 |   23 | wept-pl |   0 | 1
  7404 |   23 | wept-pl |   0 | 0
  7405 |   23 | wept-pl |   0 | 5
  7406 |   23 | wept-pl |   0 | 2
  7407 |   23 | wept-pl |   0 | 5
  7409 |   23 | wept-pl |   0 | 2
  7410 |   23 | wept-pl |   0 | 0
  7413 |   23 | wept-pl |   0 | 5
  7414 |   23 | wept-pl |   0 | 0
  7415 |   23 | wept-pl |   0 | 10
  7416 |   23 | wept-pl |   0 | 10
  7417 |   23 | wept-pl |   0 | 0
  7418 |   23 | wept-pl |   0 | 5
  7420 |   23 | wept-pl |   0 | 0
  7421 |   23 | wept-pl |   0 | 3
  7424 |   23 | wept-pl |   0 | 10
  7425 |   23 | wept-pl |   0 | 0
  7426 |   23 | wept-pl |   0 | 7
  7427 |   23 | wept-pl |   0 | 5
  7429 |   23 | wept-pl |   0 | 0
  7430 |   23 | wept-pl |   0 | 1
  7433 |   23 | wept-pl |   0 | 0
  7434 |   23 | wept-pl |   0 | 1
  7435 |   23 | wept-pl |   0 | 1
  7436 |   23 | wept-pl |   0 | 0
  7437 |   23 | wept-pl |   0 | 20
  7438 |   23 | wept-pl |   0 | 2
  7439 |   23 | wept-pl |   0 | 0
  7440 |   23 | wept-pl |   0 | 5
  7441 |   23 | wept-pl |   0 | 0
  7442 |   23 | wept-pl |   0 | 0
  7443 |   23 | wept-pl |   0 | 10
  7444 |   23 | wept-pl |   0 | 2
  7445 |   23 | wept-pl |   0 | 10
  7446 |   23 | wept-pl |   0 | 5
  7447 |   23 | wept-pl |   0 | 0
  7448 |   23 | wept-pl |   0 | 0
  7449 |   23 | wept-pl |   0 | 2
  7450 |   23 | wept-pl |   0 | 0
  7451 |   23 | wept-pl |   0 | 7
  7452 |   23 | wept-pl |   0 | 5
  7454 |   23 | wept-pl |   0 | 0
  7455 |   23 | wept-pl |   0 | 0
  7458 |   23 | wept-pl |   0 | 2
  7459 |   23 | wept-pl |   0 | 1
  7460 |   23 | wept-pl |   0 | 3
  7461 |   23 | wept-pl |   0 | 10
  7462 |   23 | wept-pl |   0 | 10
  7464 |   23 | wept-pl |   0 | 2
  7467 |   23 | wept-pl |   0 | 10
  7468 |   23 | wept-pl |   0 | 3
  7469 |   23 | wept-pl |   0 | 1
  7470 |   23 | wept-pl |   0 | 0
  7471 |   23 | wept-pl |   0 | 0
  7472 |   23 | wept-pl |   0 | 0
  7473 |   23 | wept-pl |   0 | 2
  7474 |   23 | wept-pl |   0 | 5
  7475 |   23 | wept-pl |   0 | 1
  7479 |   23 | wept-pl |   0 | 0
  7480 |   23 | wept-pl |   0 | 0
  7481 |   23 | wept-pl |   0 | 0
  7482 |   23 | wept-pl |   0 | 20
  7486 |   23 | wept-pl |   0 | 0
  7488 |   23 | wept-pl |   0 | 0
  7490 |   23 | wept-pl |   0 | 10
  7492 |   23 | wept-pl |   0 | 0
  7493 |   23 | wept-pl |   0 | 10
  7494 |   23 | wept-pl |   0 | 10
  7496 |   23 | wept-pl |   0 | 5
  7497 |   23 | wept-pl |   0 | 10
  7498 |   23 | wept-pl |   0 | 1
  7499 |   23 | wept-pl |   0 | 2
  7501 |   23 | wept-pl |   0 | 2
  7502 |   23 | wept-pl |   0 | 10
  7503 |   23 | wept-pl |   0 | 5
  7504 |   23 | wept-pl |   0 | 20
  7506 |   23 | wept-pl |   0 | 5
  7507 |   23 | wept-pl |   0 | 20
  7509 |   23 | wept-pl |   0 | 0
  7512 |   23 | wept-pl |   0 | 15
  7513 |   23 | wept-pl |   0 | 1
  7514 |   23 | wept-pl |   0 | 0
  7515 |   23 | wept-pl |   0 | 0
  7516 |   23 | wept-pl |   0 | 0
  7519 |   23 | wept-pl |   0 | 0
  7520 |   23 | wept-pl |   0 | 10
  7521 |   23 | wept-pl |   0 | 5
  7522 |   23 | wept-pl |   0 | 0
  7523 |   23 | wept-pl |   0 | 0
  7526 |   23 | wept-pl |   0 | 0
  7531 |   23 | wept-pl |   0 | 1
  7532 |   23 | wept-pl |   0 | 1
  7533 |   23 | wept-pl |   0 | 2
  7535 |   23 | wept-pl |   0 | 0
  7539 |   23 | wept-pl |   0 | 1
  7540 |   23 | wept-pl |   0 | 1
  7541 |   23 | wept-pl |   0 | 0
  7542 |   23 | wept-pl |   0 | 0
  7545 |   23 | wept-pl |   0 | 10
  7546 |   23 | wept-pl |   0 | 0
  7547 |   23 | wept-pl |   0 | 0
  7548 |   23 | wept-pl |   0 | 0
  7549 |   23 | wept-pl |   0 | 1
  7550 |   23 | wept-pl |   0 | 1
  7552 |   23 | wept-pl |   0 | 1
  7553 |   23 | wept-pl |   0 | 10
  7554 |   23 | wept-pl |   0 | 5
  7556 |   23 | wept-pl |   0 | 0
  7559 |   23 | wept-pl |   0 | 10
  7560 |   23 | wept-pl |   0 | 1
  7563 |   23 | wept-pl |   0 | 18
  7567 |   23 | wept-pl |   0 | 5
  7571 |   23 | wept-pl |   0 | 10
  7573 |   23 | wept-pl |   0 | 5
  7575 |   23 | wept-pl |   0 | 0
  7576 |   23 | wept-pl |   0 | 20
  7579 |   23 | wept-pl |   0 | 10
  7580 |   23 | wept-pl |   0 | 20
  7582 |   23 | wept-pl |   0 | 0
  7583 |   23 | wept-pl |   0 | 0
  7584 |   23 | wept-pl |   0 | 5
  7586 |   23 | wept-pl |   0 | 0
  7587 |   23 | wept-pl |   0 | 2
  7588 |   23 | wept-pl |   0 | 5
  7594 |   23 | wept-pl |   0 | 10
  7595 |   23 | wept-pl |   0 | 10
  7596 |   23 | wept-pl |   0 | 5
  7597 |   23 | wept-pl |   0 | 10
  7598 |   23 | wept-pl |   0 | 0
  7600 |   23 | wept-pl |   0 | 2
  7602 |   23 | wept-pl |   0 | 0
  7604 |   23 | wept-pl |   0 | 10
  7605 |   23 | wept-pl |   0 | 5
  7606 |   23 | wept-pl |   0 | 2
  7607 |   23 | wept-pl |   0 | 10
  7608 |   23 | wept-pl |   0 | 0
  7609 |   23 | wept-pl |   0 | 20
  7610 |   23 | wept-pl |   0 | 0
  7611 |   23 | wept-pl |   0 | 0
  7612 |   23 | wept-pl |   0 | 1
  7613 |   23 | wept-pl |   0 | 0
  7614 |   23 | wept-pl |   0 | 5
  7616 |   23 | wept-pl |   0 | 20
  7617 |   23 | wept-pl |   0 | 1
  7623 |   23 | wept-pl |   0 | 10
  7624 |   23 | wept-pl |   0 | 0
  7625 |   23 | wept-pl |   0 | 20
  7627 |   23 | wept-pl |   0 | 5
  7631 |   23 | wept-pl |   0 | 4
  7638 |   23 | wept-pl |   0 | 10
  7639 |   23 | wept-pl |   0 | 0
  7640 |   23 | wept-pl |   0 | 5
  7643 |   23 | wept-pl |   0 | 5
  7647 |   23 | wept-pl |   0 | 20
  7651 |   23 | wept-pl |   0 | 1
  7654 |   23 | wept-pl |   0 | 20
  7655 |   23 | wept-pl |   0 | 2
  7659 |   23 | wept-pl |   0 | 0
  7660 |   23 | wept-pl |   0 | 10
  7666 |   23 | wept-pl |   0 | 0
  7670 |   23 | wept-pl |   0 | 1
  7671 |   23 | wept-pl |   0 | 1
  7674 |   23 | wept-pl |   0 | 0
  7678 |   23 | wept-pl |   0 | 1
  7679 |   23 | wept-pl |   0 | 20
  7680 |   23 | wept-pl |   0 | 0
  7682 |   23 | wept-pl |   0 | 0
  7687 |   23 | wept-pl |   0 | 0
  7688 |   23 | wept-pl |   0 | 10
  7695 |   23 | wept-pl |   0 | 10
  7700 |   23 | wept-pl |   0 | 5
  7701 |   23 | wept-pl |   0 | 10
  7702 |   23 | wept-pl |   0 | 0
  7703 |   23 | wept-pl |   0 | 0
  7715 |   23 | wept-pl |   0 | 1
  7717 |   23 | wept-pl |   0 | 15
  7718 |   23 | wept-pl |   0 | 10
  7726 |   23 | wept-pl |   0 | 5
  7727 |   23 | wept-pl |   0 | 0
  7733 |   23 | wept-pl |   0 | 0
  7740 |   23 | wept-pl |   0 | 20
  7741 |   23 | wept-pl |   0 | 0
  7744 |   23 | wept-pl |   0 | 10
  7755 |   23 | wept-pl |   0 | 0
  7764 |   23 | wept-pl |   0 | 2
  7765 |   23 | wept-pl |   0 | 0
  7768 |   23 | wept-pl |   0 | 0
  7772 |   23 | wept-pl |   0 | 0
  7782 |   23 | wept-pl |   0 | 5
  7787 |   23 | wept-pl |   0 | 5
  7788 |   23 | wept-pl |   0 | 10
  7791 |   23 | wept-pl |   0 | 1
  7795 |   23 | wept-pl |   0 | 5
  7798 |   23 | wept-pl |   0 | 3
  7810 |   23 | wept-pl |   0 | 2
  7813 |   23 | wept-pl |   0 | 0
  7816 |   23 | wept-pl |   0 | 0
  7819 |   23 | wept-pl |   0 | 1
  7824 |   23 | wept-pl |   0 | 4
  7842 |   23 | wept-pl |   0 | 3
  7849 |   23 | wept-pl |   0 | 0
  7850 |   23 | wept-pl |   0 | 10
  7851 |   23 | wept-pl |   0 | 5
  7860 |   23 | wept-pl |   0 | 2
  7861 |   23 | wept-pl |   0 | 0
  7877 |   23 | wept-pl |   0 | 0
  7880 |   23 | wept-pl |   0 | 5
  7891 |   23 | wept-pl |   0 | 10
  7893 |   23 | wept-pl |   0 | 2
  7897 |   23 | wept-pl |   0 | 5
  7903 |   23 | wept-pl |   0 | 10
  7908 |   23 | wept-pl |   0 | 20
  7910 |   23 | wept-pl |   0 | 1
  7914 |   23 | wept-pl |   0 | 1
  7918 |   23 | wept-pl |   0 | 1
  7919 |   23 | wept-pl |   0 | 0
  7922 |   23 | wept-pl |   0 | 10
  7924 |   23 | wept-pl |   0 | 20
  7926 |   23 | wept-pl |   0 | 0
  7931 |   23 | wept-pl |   0 | 5
  7933 |   23 | wept-pl |   0 | 0
  7936 |   23 | wept-pl |   0 | 1
  7939 |   23 | wept-pl |   0 | 0
  7944 |   23 | wept-pl |   0 | 0
  7946 |   23 | wept-pl |   0 | 10
  7950 |   23 | wept-pl |   0 | 0
  7952 |   23 | wept-pl |   0 | 10
  7953 |   23 | wept-pl |   0 | 5
  7954 |   23 | wept-pl |   0 | 10
  7958 |   23 | wept-pl |   0 | 10
  7960 |   23 | wept-pl |   0 | 10
  7964 |   23 | wept-pl |   0 | 10
  7966 |   23 | wept-pl |   0 | 2
  7967 |   23 | wept-pl |   0 | 1
